Original Text,Language,Translated Text
Der Polizist rettete die Redakteurin vor den Demonstranten und fuhr sie nach Hause.,Spanish,El policía salvó a la editora de los manifestantes y la llevó a casa.
Der Polizist rettete die Redakteurin vor den Demonstranten und fuhr sie nach Hause.,Italian,Il poliziotto ha salvato la redattrice dai manifestanti e l'ha portata a casa.
Der Polizist rettete die Redakteurin vor den Demonstranten und fuhr sie nach Hause.,French,Le policier a sauvé la rédactrice des manifestants et l'a raccompagnée chez elle.
Der Polizist rettete die Redakteurin vor den Demonstranten und fuhr sie nach Hause.,Russian,Полицейский спас редактора от демонстрантов и отвёз её домой.
Der Polizist rettete die Redakteurin vor den Demonstranten und fuhr sie nach Hause.,Ukrainian,Поліцейський врятував редакторку від демонстрантів і відвіз її додому.
Der Polizist rettete die Redakteurin vor den Demonstranten und fuhr sie nach Hause.,Arabic,أنقذ الشرطي المحررة من المتظاهرين وأخذها إلى المنزل.
Der Polizist rettete die Redakteurin vor den Demonstranten und fuhr sie nach Hause.,Hebrew,השוטר הציל את העורכת מהמפגינים ולקח אותה הביתה.
"Wenn Winter ist, besucht der Landwirt die Bibliothekarin häufig, weil seine Arbeit weniger Aufmerksamkeit erfordert.",Spanish,"Cuando es invierno, el agricultor visita a la bibliotecaria con frecuencia, porque su trabajo requiere menos atención."
"Wenn Winter ist, besucht der Landwirt die Bibliothekarin häufig, weil seine Arbeit weniger Aufmerksamkeit erfordert.",Italian,"Quando è inverno, l'agricoltore visita spesso la bibliotecaria, perché il suo lavoro richiede meno attenzione."
"Wenn Winter ist, besucht der Landwirt die Bibliothekarin häufig, weil seine Arbeit weniger Aufmerksamkeit erfordert.",French,"Quand c'est l'hiver, le fermier rend souvent visite à la bibliothécaire, car son travail nécessite moins d'attention."
"Wenn Winter ist, besucht der Landwirt die Bibliothekarin häufig, weil seine Arbeit weniger Aufmerksamkeit erfordert.",Russian,"Когда зима, фермер часто навещает библиотекаря, потому что его работа требует меньше внимания."
"Wenn Winter ist, besucht der Landwirt die Bibliothekarin häufig, weil seine Arbeit weniger Aufmerksamkeit erfordert.",Ukrainian,"Коли зима, фермер часто відвідує бібліотекарку, оскільки його робота вимагає менше уваги."
"Wenn Winter ist, besucht der Landwirt die Bibliothekarin häufig, weil seine Arbeit weniger Aufmerksamkeit erfordert.",Arabic,عندما يكون الشتاء، يزور المزارع أمينة المكتبة كثيرًا، لأن عمله يتطلب اهتمامًا أقل.
"Wenn Winter ist, besucht der Landwirt die Bibliothekarin häufig, weil seine Arbeit weniger Aufmerksamkeit erfordert.",Hebrew,"כאשר חורף, החקלאי מבקר את הספרנית לעיתים קרובות, כי עבודתו דורשת פחות תשומת לב."
"Wenn Winter ist, besucht die Landwirtin den Bibliothekar häufig, weil ihre Arbeit weniger Aufmerksamkeit erfordert.",Spanish,"Cuando es invierno, la agricultora visita al bibliotecario con frecuencia, porque su trabajo requiere menos atención."
"Wenn Winter ist, besucht die Landwirtin den Bibliothekar häufig, weil ihre Arbeit weniger Aufmerksamkeit erfordert.",Italian,"Quando è inverno, l'agricoltrice visita spesso il bibliotecario, perché il suo lavoro richiede meno attenzione."
"Wenn Winter ist, besucht die Landwirtin den Bibliothekar häufig, weil ihre Arbeit weniger Aufmerksamkeit erfordert.",French,"Quand c'est l'hiver, la fermière rend souvent visite au bibliothécaire, car son travail nécessite moins d'attention."
"Wenn Winter ist, besucht die Landwirtin den Bibliothekar häufig, weil ihre Arbeit weniger Aufmerksamkeit erfordert.",Russian,"Когда зима, фермерша часто навещает библиотекаря, потому что её работа требует меньше внимания."
"Wenn Winter ist, besucht die Landwirtin den Bibliothekar häufig, weil ihre Arbeit weniger Aufmerksamkeit erfordert.",Ukrainian,"Коли зима, фермерка часто відвідує бібліотекаря, оскільки її робота вимагає менше уваги."
"Wenn Winter ist, besucht die Landwirtin den Bibliothekar häufig, weil ihre Arbeit weniger Aufmerksamkeit erfordert.",Arabic,عندما يكون الشتاء، تزور المزارعة أمين المكتبة كثيرًا، لأن عملها يتطلب اهتمامًا أقل.
"Wenn Winter ist, besucht die Landwirtin den Bibliothekar häufig, weil ihre Arbeit weniger Aufmerksamkeit erfordert.",Hebrew,"כשיש חורף, החקלאית מבקרת את הספרן לעיתים קרובות, כי העבודה שלה דורשת פחות תשומת לב."
Die Bäckerin berechnete dem Landwirt mehr Geld und wollte ihm aber nicht mehr Brot geben.,Spanish,La panadera le cobró más dinero al agricultor pero no quería darle más pan.
Die Bäckerin berechnete dem Landwirt mehr Geld und wollte ihm aber nicht mehr Brot geben.,Italian,La panettiera ha addebitato di più al contadino ma non voleva dargli più pane.
Die Bäckerin berechnete dem Landwirt mehr Geld und wollte ihm aber nicht mehr Brot geben.,French,La boulangère a facturé plus d'argent au fermier mais ne voulait pas lui donner plus de pain.
Die Bäckerin berechnete dem Landwirt mehr Geld und wollte ihm aber nicht mehr Brot geben.,Russian,"Пекарь насчитал фермеру больше денег, но не хотел давать ему больше хлеба."
Die Bäckerin berechnete dem Landwirt mehr Geld und wollte ihm aber nicht mehr Brot geben.,Ukrainian,"Пекарка нарахувала фермеру більше грошей, але не хотіла дати йому більше хліба."
Die Bäckerin berechnete dem Landwirt mehr Geld und wollte ihm aber nicht mehr Brot geben.,Arabic,حسبت الخبازة على المزارع مبلغًا أكبر من المال لكنها لم ترغب في إعطائه المزيد من الخبز.
Die Bäckerin berechnete dem Landwirt mehr Geld und wollte ihm aber nicht mehr Brot geben.,Hebrew,המאפיינית חישבה לחקלאי יותר כסף אבל לא רצתה לתת לו יותר לחם.
Der Bäcker berechnete der Landwirtin mehr Geld und wollte ihr aber nicht mehr Brot geben.,Spanish,El panadero le cobró más dinero a la agricultora pero no quería darle más pan.
Der Bäcker berechnete der Landwirtin mehr Geld und wollte ihr aber nicht mehr Brot geben.,Italian,Il panettiere ha addebitato alla contadina più soldi ma non voleva darle più pane.
Der Bäcker berechnete der Landwirtin mehr Geld und wollte ihr aber nicht mehr Brot geben.,French,Le boulanger a facturé plus d'argent à l'agricultrice mais ne voulait pas lui donner plus de pain.
Der Bäcker berechnete der Landwirtin mehr Geld und wollte ihr aber nicht mehr Brot geben.,Russian,"Пекарь посчитал для фермерши больше денег, но не хотел давать ей больше хлеба."
Der Bäcker berechnete der Landwirtin mehr Geld und wollte ihr aber nicht mehr Brot geben.,Ukrainian,"Пекар нарахував фермерці більше грошей, але не хотів дати їй більше хліба."
Der Bäcker berechnete der Landwirtin mehr Geld und wollte ihr aber nicht mehr Brot geben.,Arabic,حسب الخباز الفلاح أكثر من المال لكنه لم يرغب في إعطائها المزيد من الخبز.
Der Bäcker berechnete der Landwirtin mehr Geld und wollte ihr aber nicht mehr Brot geben.,Hebrew,האפייה חישבה לחקלאית יותר כסף אבל לא רצתה לתת לה יותר לחם.
"Der Angestellte verdient mehr als die Wachfrau, weil sie faul und nachlässig ist.",Spanish,El empleado gana más que la vigilante porque ella es perezosa y descuidada.
"Der Angestellte verdient mehr als die Wachfrau, weil sie faul und nachlässig ist.",Italian,L'impiegato guadagna più della guardiana perché è pigra e trascurata.
"Der Angestellte verdient mehr als die Wachfrau, weil sie faul und nachlässig ist.",French,L'employé gagne plus que la gardienne parce qu'elle est paresseuse et négligente.
"Der Angestellte verdient mehr als die Wachfrau, weil sie faul und nachlässig ist.",Russian,"Служащий зарабатывает больше, чем охранница, потому что она ленивá и небрежна."
"Der Angestellte verdient mehr als die Wachfrau, weil sie faul und nachlässig ist.",Ukrainian,"Працівник заробляє більше, ніж охоронниця, тому що вона лінива і недбала."
"Der Angestellte verdient mehr als die Wachfrau, weil sie faul und nachlässig ist.",Arabic,يكسب الموظف أكثر من حارسة الأمن لأنها كسولة وغير مبالية.
"Der Angestellte verdient mehr als die Wachfrau, weil sie faul und nachlässig ist.",Hebrew,העובד מרוויח יותר מאשר השומרת כי היא עצלנית ורשלנית.
"Die Angestellte verdient mehr als der Wachmann, weil er faul und nachlässig ist.",Spanish,La empleada gana más que el vigilante porque él es perezoso y descuidado.
"Die Angestellte verdient mehr als der Wachmann, weil er faul und nachlässig ist.",Italian,"L'impiegata guadagna più del vigilante, perché lui è pigro e trascurato."
"Die Angestellte verdient mehr als der Wachmann, weil er faul und nachlässig ist.",French,L'employé gagne plus que le gardien parce qu'il est paresseux et négligent.
"Die Angestellte verdient mehr als der Wachmann, weil er faul und nachlässig ist.",Russian,"Сотрудница зарабатывает больше, чем охранник, потому что он ленив и небрежен."
"Die Angestellte verdient mehr als der Wachmann, weil er faul und nachlässig ist.",Ukrainian,"Працівниця заробляє більше, ніж охоронець, тому що він лінивий і недбалий."
"Die Angestellte verdient mehr als der Wachmann, weil er faul und nachlässig ist.",Arabic,تكسب الموظفة أكثر من الحارس لأن الحارس كسول ومهمل.
"Die Angestellte verdient mehr als der Wachmann, weil er faul und nachlässig ist.",Hebrew,"העובדת מרוויחה יותר מאשר השומר, כי הוא עצלן ורשלן."
Der Designer gab der Wachfrau einen Hut und stahl dann ihre Waffe.,Spanish,El diseñador le dio un sombrero a la guardia de seguridad y luego robó su arma.
